panel,location,lon,lat,value
f_swdown,grid_24.00_113.60,113.6,24.0,431.462
f_swdown,grid_24.00_113.80,113.8,24.0,433.385
f_swdown,grid_24.00_114.00,114.0,24.0,473.917
f_swdown,grid_24.00_114.20,114.2,24.0,473.333
f_swdown,grid_24.00_114.40,114.4,24.0,467.083
f_swdown,grid_24.00_114.60,114.6,24.0,470.417
f_swdown,grid_24.00_114.80,114.8,24.0,473.583
f_swdown,grid_24.00_115.00,115.0,24.0,462.75
f_swdown,grid_24.00_115.20,115.2,24.0,463.25
f_swdown,grid_24.00_115.40,115.4,24.0,466.417
f_swdown,grid_24.00_115.60,115.6,24.0,461.75
